Data,Header,LogDistance,LogTime,LogLatitude,LogLongitude,LogOrigin,LogLatitude2,LogLongitude2,LogOrigin2,LogValidity,LogBottomDepth,SampleChannelDepthUpper,SampleChannelDepthLower,SamplePingAxisInterval,SamplePingAxisIntervalType,SamplePingAxisIntervalUnit,SampleSvThreshold,InstrumentID,CalibrationID,DataAcquisitionID,DataProcessingID,SamplePingAxisIntervalOrigin,DataSaCategory,EchoTypeID,DataType,DataUnit,DataValue,CruiseLocalID
Data,Record,0.6,2021-07-08T06:02,58.715645,-2.891491,end,,,,V,62.728657,12,62.728657,0.6,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,1.6,2021-07-08T06:08,58.71508,-2.859703,end,,,,V,59.04336,12,59.04336,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,2.6,2021-07-08T06:14,58.7148,-2.8277464,end,,,,V,69.03912,12,69.03912,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,3.6,2021-07-08T06:19,58.714874,-2.795927,end,,,,V,72.50285,12,72.50285,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,4.6,2021-07-08T06:25,58.715256,-2.7640142,end,,,,V,70.04988,12,70.04988,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,5.6,2021-07-08T06:30,58.7157,-2.7322013,end,,,,V,62.657936,12,62.657936,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,6.6,2021-07-08T06:36,58.715607,-2.700256,end,,,,V,73.566025,12,73.566025,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,7.6,2021-07-08T06:42,58.71567,-2.6682436,end,,,,V,73.19295,12,73.19295,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,8.6,2021-07-08T06:48,58.715824,-2.6364083,end,,,,V,69.83545,12,69.83545,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,9.6,2021-07-08T06:53,58.715828,-2.6045647,end,,,,V,68.00904,12,68.00904,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,10.6,2021-07-08T06:59,58.71567,-2.5726814,end,,,,V,67.82357,12,67.82357,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,11.6,2021-07-08T07:05,58.71537,-2.540744,end,,,,V,71.0347,12,71.0347,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,12.6,2021-07-08T07:10,58.715237,-2.5088882,end,,,,V,73.23661,12,73.23661,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,13.6,2021-07-08T07:16,58.71501,-2.4771638,end,,,,V,74.31678,12,74.31678,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,14.6,2021-07-08T07:22,58.714813,-2.445218,end,,,,V,76.26857,12,76.26857,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,15.6,2021-07-08T07:27,58.714703,-2.413363,end,,,,V,75.056496,12,75.056496,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,16.6,2021-07-08T07:33,58.71431,-2.3814437,end,,,,V,74.183044,12,74.183044,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,17.6,2021-07-08T07:39,58.71421,-2.3495357,end,,,,V,74.614456,12,74.614456,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,18.6,2021-07-08T07:45,58.714233,-2.3176434,end,,,,V,73.88828,12,73.88828,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,19.6,2021-07-08T07:50,58.714314,-2.2857215,end,,,,V,75.641525,12,75.641525,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,20.6,2021-07-08T07:56,58.713856,-2.2538192,end,,,,V,75.17691,12,75.17691,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,21.6,2021-07-08T08:02,58.713646,-2.2219121,end,,,,V,74.64829,12,74.64829,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,242.96414,0921S
Data,Record,22.6,2021-07-08T08:08,58.71331,-2.1899798,end,,,,V,77.37386,12,77.37386,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0.189712,0921S
Data,Record,23.6,2021-07-08T08:13,58.713448,-2.1582441,end,,,,V,77.81613,12,77.81613,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,24.6,2021-07-08T08:19,58.713776,-2.1264148,end,,,,V,78.87898,12,78.87898,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,183.6558,0921S
Data,Record,25.6,2021-07-08T08:25,58.714245,-2.0945547,end,,,,V,78.00641,12,78.00641,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,26.6,2021-07-08T08:30,58.71444,-2.0626974,end,,,,V,76.201675,12,76.201675,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,73.18437,0921S
Data,Record,27.6,2021-07-08T08:36,58.71467,-2.0309913,end,,,,V,77.30449,12,77.30449,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,655.064,0921S
Data,Record,28.6,2021-07-08T08:42,58.71433,-1.9989997,end,,,,V,80.47228,12,80.47228,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,187.86952,0921S
Data,Record,29.6,2021-07-08T08:48,58.71395,-1.9671727,end,,,,V,89.344406,12,89.344406,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,30.6,2021-07-08T08:53,58.71361,-1.9351954,end,,,,V,90.43676,12,90.43676,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,139.18925,0921S
Data,Record,31.6,2021-07-08T08:59,58.713394,-1.9032803,end,,,,V,91.38559,12,91.38559,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,141.18498,0921S
Data,Record,32.6,2021-07-08T09:05,58.71353,-1.871406,end,,,,V,92.36147,12,92.36147,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,64.64312,0921S
Data,Record,33.6,2021-07-08T09:10,58.713634,-1.8394717,end,,,,V,92.219894,12,92.219894,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,34.6,2021-07-08T09:16,58.71396,-1.8075566,end,,,,V,94.04334,12,94.04334,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,35.6,2021-07-08T09:22,58.71451,-1.7757227,end,,,,V,95.74246,12,95.74246,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,36.6,2021-07-08T09:28,58.715157,-1.7438502,end,,,,V,97.26572,12,97.26572,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,53.377487,0921S
Data,Record,37.6,2021-07-08T09:33,58.71523,-1.7119629,end,,,,V,98.827,12,98.827,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,38.6,2021-07-08T09:39,58.715107,-1.6800208,end,,,,V,101.04212,12,101.04212,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,394.715,0921S
Data,Record,39.6,2021-07-08T09:44,58.714756,-1.6482023,end,,,,V,101.94154,12,101.94154,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,1271.6359,0921S
Data,Record,40.6,2021-07-08T09:50,58.714287,-1.6162863,end,,,,V,103.01748,12,103.01748,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,41.6,2021-07-08T09:56,58.71369,-1.58441,end,,,,V,105.28529,12,105.28529,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,42.6,2021-07-08T10:01,58.713486,-1.5525022,end,,,,V,109.59461,12,109.59461,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,43.6,2021-07-08T10:07,58.713604,-1.5206015,end,,,,V,112.63185,12,112.63185,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,44.6,2021-07-08T10:12,58.713776,-1.4887427,end,,,,V,113.12933,12,113.12933,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,45.6,2021-07-08T10:18,58.71405,-1.4567372,end,,,,V,113.49686,12,113.49686,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,46.6,2021-07-08T10:24,58.714203,-1.4249696,end,,,,V,114.0458,12,114.0458,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,47.6,2021-07-08T10:29,58.713783,-1.3930774,end,,,,V,110.1601,12,110.1601,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,48.2,2021-07-08T10:35,58.712322,-1.3618085,end,,,,V,114.26393,12,114.26393,0.6,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,48.3,2021-07-08T11:48,58.713146,-1.3707408,end,,,,V,112.87149,12,112.87149,0.1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,49.3,2021-07-08T11:54,58.713966,-1.3390441,end,,,,V,114.173035,12,114.173035,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,50.3,2021-07-08T12:00,58.714317,-1.3070686,end,,,,V,112.64559,12,112.64559,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,51.3,2021-07-08T12:06,58.714527,-1.2752715,end,,,,V,112.140945,12,112.140945,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,52.3,2021-07-08T12:11,58.71483,-1.243343,end,,,,V,111.044876,12,111.044876,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,53.3,2021-07-08T12:17,58.714897,-1.2114885,end,,,,V,109.36782,12,109.36782,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,54.3,2021-07-08T12:23,58.71539,-1.1795496,end,,,,V,99.23127,12,99.23127,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,55.3,2021-07-08T12:28,58.715786,-1.1476953,end,,,,V,99.36389,12,99.36389,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,56.3,2021-07-08T12:34,58.715866,-1.1158425,end,,,,V,110.7195,12,110.7195,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,57.3,2021-07-08T12:40,58.71563,-1.0839671,end,,,,V,125.92308,12,125.92308,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,58.3,2021-07-08T12:45,58.71529,-1.0521346,end,,,,V,112.48141,12,112.48141,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,59.3,2021-07-08T12:51,58.71529,-1.0202601,end,,,,V,108.49793,12,108.49793,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,60.3,2021-07-08T12:57,58.71493,-0.98828167,end,,,,V,132.0456,12,132.0456,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,61.3,2021-07-08T13:02,58.714626,-0.9563501,end,,,,V,130.35857,12,130.35857,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,62.3,2021-07-08T13:08,58.714977,-0.92451465,end,,,,V,119.94783,12,119.94783,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,63.3,2021-07-08T13:14,58.71515,-0.8926275,end,,,,V,121.95565,12,121.95565,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,64.3,2021-07-08T13:19,58.715168,-0.8609931,end,,,,V,123.65892,12,123.65892,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,65.3,2021-07-08T13:25,58.715115,-0.8291911,end,,,,V,124.79687,12,124.79687,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,66.3,2021-07-08T13:31,58.71507,-0.797204,end,,,,V,126.27653,12,126.27653,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,67.3,2021-07-08T13:37,58.715183,-0.7653792,end,,,,V,129.58932,12,129.58932,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,68.3,2021-07-08T13:42,58.71512,-0.73354846,end,,,,V,129.54454,12,129.54454,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,69.3,2021-07-08T13:48,58.71507,-0.7015858,end,,,,V,129.92648,12,129.92648,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,70.3,2021-07-08T13:54,58.715183,-0.6699237,end,,,,V,125.578575,12,125.578575,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,109.234245,0921S
Data,Record,71.3,2021-07-08T13:59,58.715168,-0.6380108,end,,,,V,131.78601,12,131.78601,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,108.18661,0921S
Data,Record,72.3,2021-07-08T14:05,58.715275,-0.6061588,end,,,,V,128.74542,12,128.74542,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,686.443,0921S
Data,Record,73.3,2021-07-08T14:11,58.715252,-0.57420623,end,,,,V,128.17029,12,128.17029,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,71.934135,0921S
Data,Record,74.3,2021-07-08T14:17,58.715298,-0.5422619,end,,,,V,126.46616,12,126.46616,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,377.5698,0921S
Data,Record,75.3,2021-07-08T14:23,58.71522,-0.5103786,end,,,,V,122.08337,12,122.08337,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,362.16806,0921S
Data,Record,76.3,2021-07-08T14:28,58.715,-0.4785018,end,,,,V,126.11562,12,126.11562,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,139.81456,0921S
Data,Record,77.3,2021-07-08T14:34,58.715122,-0.44663727,end,,,,V,126.94463,12,126.94463,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,233.55132,0921S
Data,Record,78.3,2021-07-08T14:40,58.71534,-0.41477376,end,,,,V,126.78002,12,126.78002,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,16.330202,0921S
Data,Record,79.3,2021-07-08T14:46,58.715458,-0.38289243,end,,,,V,130.51009,12,130.51009,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,34.733784,0921S
Data,Record,80.3,2021-07-08T14:51,58.71538,-0.35094646,end,,,,V,130.19351,12,130.19351,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,124.36308,0921S
Data,Record,81.3,2021-07-08T14:57,58.715214,-0.31913182,end,,,,V,121.944496,12,121.944496,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,48.377163,0921S
Data,Record,82.3,2021-07-08T15:03,58.715004,-0.287124,end,,,,V,132.12172,12,132.12172,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,83.3,2021-07-08T15:08,58.714954,-0.2553699,end,,,,V,127.33553,12,127.33553,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,48.82257,0921S
Data,Record,84.3,2021-07-08T15:14,58.715355,-0.22349542,end,,,,V,126.29515,12,126.29515,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,85.3,2021-07-08T15:20,58.715122,-0.19162843,end,,,,V,127.55088,12,127.55088,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,10.932112,0921S
Data,Record,86.3,2021-07-08T15:25,58.715168,-0.15975298,end,,,,V,129.24246,12,129.24246,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,29.832138,0921S
Data,Record,87.3,2021-07-08T15:31,58.71506,-0.12789223,end,,,,V,132.23297,12,132.23297,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,88.3,2021-07-08T15:37,58.715054,-0.09593127,end,,,,V,136.90135,12,136.90135,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,89.3,2021-07-08T15:42,58.714977,-0.06411487,end,,,,V,143.92096,12,143.92096,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,90.3,2021-07-08T15:48,58.715034,-0.03212789,end,,,,V,143.8538,12,143.8538,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,91.3,2021-07-08T15:54,58.715225,-0.00031438,end,,,,V,144.79547,12,144.79547,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,92.3,2021-07-08T15:59,58.71519,0.03164938,end,,,,V,144.63179,12,144.63179,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,93.3,2021-07-08T16:05,58.715275,0.06333011,end,,,,V,147.45996,12,147.45996,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,94.3,2021-07-08T16:11,58.71518,0.09525382,end,,,,V,148.39525,12,148.39525,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,159.47614,0921S
Data,Record,95.3,2021-07-08T16:16,58.715206,0.12715852,end,,,,V,149.29335,12,149.29335,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,1105.3912,0921S
Data,Record,96.3,2021-07-08T16:22,58.715202,0.15915371,end,,,,V,149.77959,12,149.77959,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,97.3,2021-07-08T16:28,58.71516,0.1909833,end,,,,V,149.36673,12,149.36673,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,98.3,2021-07-08T16:33,58.71508,0.22281782,end,,,,V,144.25278,12,144.25278,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,93.08535,0921S
Data,Record,99.3,2021-07-08T16:39,58.714897,0.25477308,end,,,,V,137.75645,12,137.75645,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,10.375612,0921S
Data,Record,100.3,2021-07-08T16:45,58.714695,0.2865998,end,,,,V,142.76096,12,142.76096,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,37.1025,0921S
Data,Record,101.3,2021-07-08T16:50,58.714497,0.31847376,end,,,,V,134.81639,12,134.81639,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,70.25495,0921S
Data,Record,102.3,2021-07-08T16:56,58.714317,0.3504259,end,,,,V,135.38889,12,135.38889,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,103.3,2021-07-08T17:02,58.714157,0.38221732,end,,,,V,135.25499,12,135.25499,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,58.013714,0921S
Data,Record,104.3,2021-07-08T17:07,58.71401,0.4142005,end,,,,V,134.55492,12,134.55492,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,105.3,2021-07-08T17:13,58.714138,0.44600627,end,,,,V,134.0051,12,134.0051,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,1225.652,0921S
Data,Record,106.3,2021-07-08T17:19,58.714546,0.47778493,end,,,,V,133.80986,12,133.80986,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,1679.7605,0921S
Data,Record,107.3,2021-07-08T17:24,58.71481,0.509612,end,,,,V,134.53157,12,134.53157,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,98.41592,0921S
Data,Record,108.3,2021-07-08T17:30,58.715046,0.5414695,end,,,,V,135.9845,12,135.9845,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,500.5889,0921S
Data,Record,109.3,2021-07-08T17:36,58.715126,0.57347244,end,,,,V,136.26021,12,136.26021,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,32.04118,0921S
Data,Record,110.3,2021-07-08T17:41,58.715164,0.60519624,end,,,,V,140.4711,12,140.4711,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,238.76202,0921S
Data,Record,111.3,2021-07-08T17:47,58.715157,0.6367421,end,,,,V,134.08113,12,134.08113,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,317.39038,0921S
Data,Record,112.3,2021-07-08T17:52,58.715088,0.6687164,end,,,,V,131.43158,12,131.43158,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,31.236193,0921S
Data,Record,113.3,2021-07-08T17:58,58.71496,0.70057285,end,,,,V,135.12363,12,135.12363,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,114.3,2021-07-08T18:04,58.714886,0.7324968,end,,,,V,138.51962,12,138.51962,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,115.3,2021-07-08T18:09,58.71492,0.7644668,end,,,,V,140.64374,12,140.64374,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,116.3,2021-07-08T18:15,58.715034,0.79625505,end,,,,V,140.68834,12,140.68834,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,117.3,2021-07-08T18:21,58.71513,0.8282572,end,,,,V,138.81978,12,138.81978,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,118.3,2021-07-08T18:27,58.71523,0.86014014,end,,,,V,134.26726,12,134.26726,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,119.3,2021-07-08T18:32,58.715313,0.8920719,end,,,,V,128.51752,12,128.51752,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,120.3,2021-07-08T18:38,58.715225,0.9239922,end,,,,V,125.08214,12,125.08214,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,121.3,2021-07-08T18:44,58.715027,0.95584714,end,,,,V,116.89485,12,116.89485,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,122.3,2021-07-08T18:49,58.71493,0.9876888,end,,,,V,116.56098,12,116.56098,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,123.3,2021-07-08T18:55,58.714806,1.0195425,end,,,,V,114.94814,12,114.94814,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,124.3,2021-07-08T19:00,58.714573,1.0514164,end,,,,V,113.398605,12,113.398605,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,125.3,2021-07-08T19:06,58.714317,1.0833423,end,,,,V,109.21323,12,109.21323,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,126.3,2021-07-08T19:12,58.71449,1.1151386,end,,,,V,108.95263,12,108.95263,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,127.3,2021-07-08T19:17,58.714565,1.1470885,end,,,,V,110.190956,12,110.190956,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,128.3,2021-07-08T19:23,58.714687,1.1789479,end,,,,V,110.93262,12,110.93262,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,129.3,2021-07-08T19:29,58.714794,1.2108933,end,,,,V,109.821365,12,109.821365,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,130.3,2021-07-08T19:34,58.714935,1.2427609,end,,,,V,107.62798,12,107.62798,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,131.3,2021-07-08T19:40,58.714996,1.2746501,end,,,,V,108.545906,12,108.545906,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,132.3,2021-07-08T19:46,58.71502,1.3064833,end,,,,V,109.51058,12,109.51058,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,0,0921S
Data,Record,133.3,2021-07-08T19:51,58.715103,1.3384098,end,,,,V,110.25294,12,110.25294,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,61.1743,0921S
Data,Record,134.3,2021-07-08T19:57,58.71523,1.370239,end,,,,V,107.70965,12,107.70965,1,distance,nmi,-70,I1,C1,DA1,DP1,end,HER,,C,m2nmi-2,11.509473,0921S
